targy_nev,kredit,felelos,nyelv,link
Bevezetés az ellátási lánc és logisztikai menedzsmentbe,6,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE021NMBB?semester=2024/25/2
Bevezetés az ellátási lánc és logisztikai menedzsmentbe,6,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE027LMBB ?semester=2023/24/2
Bevezetés az elméleti közgazdaságtanba,8,Rácz Olivér Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG025NMBB?semester=2024/25/1
Bevezetés az empirikus közgazdaságtanba,8,Horn Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG026NMBB?semester=2024/25/1
Bevezetés az ökonometriába,5,Dr. Elek Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK06O?semester=2024/25/2
Big Data Analysis,6,Dr. Vakhal Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHG080?semester=2024/25/2
Bizonyosságot nyújtó szolgáltatások,3,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM029NMMB?semester=2023/24/2
Biztosítási és pénzügyi jog,2,Dr. Csöndes Mónika,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK17M?semester=2024/25/2
Biztosítási és pénzügyi számítások,6,Dr. Szüle Borbála,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11LD032S?semester=2024/25/1
Biztosítási marketing,2,Professor Emerita Dr. Kovács Erzsébet,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11LT026S?semester=2023/24/2
Biztosítási marketing,2,Dr. Vékás Péter,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA034LMSB?semester=2023/24/2
Biztosítási modellek a közgazdaságtanban,5,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK21M?semester=2024/25/1
Biztosítási számvitel,3,Dr. Lakatos László Péter,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11NIK15M?semester=2023/24/1
Biztosítási szerződések pénzügyi elemzése,5,Ágoston Kolos Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK25M?semester=2024/25/1
Biztosítástan,2,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11NIK01M?semester=2023/24/1
Borpiaci stratégiák,3,Dr. Balogh Jeremiás Máté,magyar,https://www.uni-corvinus.hu/tantargyak/2SP72NCV04B?semester=2024/25/2
Brief coaching,3,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM020LMSB?semester=2024/25/2
British civilization,3,dr. Gálik Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCV99B?semester=2023/24/2
Budapest ? Explorations of the Urban Space,6,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/293NARTV305B?semester=2024/25/2
Budapest in the Twentieth Century: Historical Layers and Cultural Practices,6,dr. Kocsis János Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/293NARTV301B?semester=2024/25/2
Business and Human Rights,6,dr. Hoffmann Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB063NAMB?semester=2024/25/2
Business and professional Communication,6,Ward Jr. Stanley Allen,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE041NABB?semester=2024/25/2
Business Communication,3,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKL3B?semester=2024/25/2
Business Communication and Strategy,6,Dr. Horváth Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSK660M?semester=2024/25/2
Business Decision Analytics,6,Ábele-Nagy Kristóf,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA007NABB?semester=2024/25/2
Business Enterprise: Start-Ups,6,dr. Kállay László Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSV401B?semester=2024/25/2
Business Enterprise: Start-Ups,6,Gittins Timothy Benjamin,magyar,https://www.uni-corvinus.hu/tantargyak/VF00136NABB?semester=2024/25/2
Business Ethics,6,Dr. Kovács Gábor László,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSV498B?semester=2024/25/2
Business Ethics,3,Dr. Zsolnai László,magyar,https://www.uni-corvinus.hu/tantargyak/PSGK012NAMB?semester=2024/25/2
Business ethics and sustainability,6,Dr. Zsolnai László,magyar,https://www.uni-corvinus.hu/tantargyak/PHCDI006?semester=2024/25/2
Business Financing,6,Mihalkovné Dr. Szakács Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/VF00135NABB?semester=2024/25/2
Business Intelligence,6,dr. Kő Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/INIR061NAMB?semester=2024/25/2
Business Intelligence,5,dr. Kő Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/INIR084NAMB?semester=2024/25/2
Business Law,3,Dr. Metzinger Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PSGJ013NABB?semester=2024/25/2
Business Leadership in the Age of Artificial Intelligence,3,Dr. Harmat Vanda Daniella,magyar,https://www.uni-corvinus.hu/tantargyak/PSGJ018NAMB?semester=2024/25/2
Business Marketing (B2B),3,Dr. Gáti Mirkó György,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK60B?semester=2024/25/2
Business Negotiation,3,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKE7B?semester=2024/25/2
"Business opportunities ? How we got here and where should we go? (Narrative changes in business, technology, and politics)",6,Veress József,magyar,https://www.uni-corvinus.hu/tantargyak/INIR083NABB?semester=2024/25/2
Business Planning,6,Dr. Molnár Endre Mihály,magyar,https://www.uni-corvinus.hu/tantargyak/VF00134NABB?semester=2024/25/2
Business Policy and Strategy,6,Sebrek Szabolcs,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSS439B?semester=2024/25/2
Business project,6,Fülöp Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/VTVT011NMBB?semester=2024/25/2
Business Project #2,6,Kozma Miklós Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG063NAMB?semester=2024/25/2
Business Project #4,9,Kozma Miklós Attila,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG065NAMB?semester=2024/25/2
Business Protocol and Negotiation Skills,6,Dr. Komár Zita,magyar,https://www.uni-corvinus.hu/tantargyak/293NPOLK302B?semester=2024/25/2
Business Research,6,Faludi Julianna,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF026NABB?semester=2024/25/2
Business Strategy and Decision Making,6,Szukits Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG066NAMB?semester=2024/25/2
Case Study Methods,6,Bartha Attila,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP037?semester=2024/25/2
Cases in business strategy,6,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG025NMBB?semester=2024/25/2
Cases on International Business Strategy,3,Dr. Stocker Miklós György,magyar,https://www.uni-corvinus.hu/tantargyak/VGUG018NABB?semester=2024/25/2
Causality Analysis in Finance,6,Huszár Zsuzsa Réka,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV105NAMB?semester=2024/25/2
Causality Analysis in Finance,6,Huszár Zsuzsa Réka,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ042NAMB?semester=2024/25/2
CEMS Subjects Studied Abroad,6,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE030NAMB?semester=2024/25/2
Change Management,6,Dr. Csedő Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/293NMANV771M?semester=2024/25/2
Channel Design,6,Agárdi Irma,magyar,https://www.uni-corvinus.hu/tantargyak/MARK084NAMB?semester=2024/25/2
China Studies,3,Dr. Matura Tamás Attila,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NFVG7B?semester=2024/25/2
Choir 2,3,Dr. Dósa Kata,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK036NABB?semester=2024/25/2
Civil társadalom és közösségi cselekvés,6,Kovács Éva Margit,magyar,https://www.uni-corvinus.hu/tantargyak/GKKK046NMBB?semester=2024/25/2
Civilizációtörténet,6,dr. Vékony Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCKH3B?semester=2024/25/2
Climate and environmental policies in practice,6,Dr. Széchy Anna Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG005NAPB?semester=2024/25/2
Climate ethics,6,Brown Eric John,magyar,https://www.uni-corvinus.hu/tantargyak/TARS119NABB?semester=2024/25/2
Coaching and Philosophy,3,Dr. Kiss Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NFVF1M?semester=2024/25/2
Coaching methods,5,Dr. Dunavölgyi Mária,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0008LASB?semester=2024/25/2
Communicating in an International Environment,1,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/MARK008NAMB?semester=2024/25/2
Communication Workshop,3,Dr. Berta-Deli Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAK45B?semester=2024/25/2
Communism in East-Central Europe,6,Zoltán Dujisin,magyar,https://www.uni-corvinus.hu/tantargyak/293NHISV368B?semester=2024/25/2
Comparative Administrative Law,3,Dr. Gajduschek György,magyar,https://www.uni-corvinus.hu/tantargyak/TARS106NAMB?semester=2024/25/2
Comparative Economic Development,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP070?semester=2024/25/2
Comparative Economics,6,Golovics József,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4OG04?semester=2024/25/2
Complex decision making in business,6,Dr. Buzády Zoltán András,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO032NAMB?semester=2024/25/2
Complex Systems,6,Dr. Gelei Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/PHG074?semester=2024/25/2
Computer aided accounting and auditing,3,Dr. Gulyás Éva,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM069NAMB?semester=2024/25/2
Consumer Behavior,6,Török Anna,magyar,https://www.uni-corvinus.hu/tantargyak/MARK075NAMB?semester=2024/25/2
Consumer Behavior: Millenials and Generation Z,6,Jackson Kevin Michael,magyar,https://www.uni-corvinus.hu/tantargyak/293NMARV526B?semester=2024/25/2
Contemporary Crises and Conflicts,6,dr. Vékony Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB062NAMB?semester=2024/25/2
Contemporary issues of Geopolitics and regional development in the world,3,Dr. Morgado Nuno,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK99M?semester=2024/25/2
Contemporary Issues Related to Business and Management,3,Nagy Judit,magyar,https://www.uni-corvinus.hu/tantargyak/VF00070NABB?semester=2024/25/2
Contemporary Models in International Relations Theory,6,dr. Szűcs Anita,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB042NAMB?semester=2024/25/2
Contemporary Models in International Relations Theory,6,dr. Szűcs Anita,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB080NAMB?semester=2024/25/2
Contemporary Political Theory,6,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP072?semester=2024/25/2
Content Marketing,6,Dr. Csordás Tamás Viktor,magyar,https://www.uni-corvinus.hu/tantargyak/MARK081NAMB?semester=2024/25/2
Controlling a nonprofit szervezetekben,3,Dr. Révész Éva Erika,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0082NMMB?semester=2024/25/2
Controlling az üzleti szervezetekben,3,Reizingerné Dr. Ducsai Anita,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM051NMMB?semester=2023/24/2
Controlling az üzleti szervezetekben,3,Reizingerné Dr. Ducsai Anita,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM077NMMB?semester=2024/25/2
Corporate and social reporting,3,Dr. Lakatos László Péter,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM064NAMB?semester=2024/25/2
Corporate Environmental Management,6,Dr. Széchy Anna Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK69M?semester=2024/25/2
Corporate Finance,6,Dr. Felföldi-Szűcs Nóra Ágota,magyar,https://www.uni-corvinus.hu/tantargyak/293NFINK351B?semester=2024/25/2
Corporate Finance,6,Dr. Felföldi-Szűcs Nóra Ágota,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ031NABB?semester=2024/25/2
Corporate Finance II. (Financing Policy),6,Dr. Felföldi-Szűcs Nóra Ágota,magyar,https://www.uni-corvinus.hu/tantargyak/293NFINS451B?semester=2024/25/2
Corporate Planning and Reporting,6,Reizingerné Dr. Ducsai Anita,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK060NAMB?semester=2024/25/2
Corporate Social Responsibility,6,Dr. Ásványi Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSV499B?semester=2024/25/2
Corporate Sustainability and Green Management,6,Dr. Zilahy Gyula,magyar,https://www.uni-corvinus.hu/tantargyak/FENT035NAMB?semester=2024/25/2
Cost-Benefit Analysis,6,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/TARS004NAMB?semester=2024/25/2
Cross cultural communication and marketing,6,Dr. Malota Erzsébet,magyar,https://www.uni-corvinus.hu/tantargyak/CULCO_VTMAR?semester=2024/25/2
Cross-Cultural Consumer Behaviour,6,Török Anna,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF019NABB?semester=2024/25/2
Cross-Cultural Management,6,Dr. Primecz Henriett,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM012NABB?semester=2024/25/2
Cross-cultural project management,3,Dr. Papp-Horváth Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/VF00083LASB?semester=2024/25/2
Családi vállalkozások menedzsmentje,6,Dr. Wieszt Attila,magyar,https://www.uni-corvinus.hu/tantargyak/2VE81NAV13B?semester=2024/25/2
CSR Kommunikáció,3,Dr. Ásványi Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43NAV01M?semester=2023/24/2
Cultural and Creative Tourism,3,Dr. Jászberényi Melinda,magyar,https://www.uni-corvinus.hu/tantargyak/MATT022NABB?semester=2024/25/1
Cultural Anthropology,6,Dr. Letenyei László,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NCKN4B?semester=2024/25/2
Culture and Communication,3,Dr. Szabó Lilla Petronella,magyar,https://www.uni-corvinus.hu/tantargyak/MARK010NABB?semester=2024/25/2
Current Trends in Communication Research II.,6,Dr. Benczes Réka Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK048?semester=2024/25/2
Current trends of urbanisation and development,6,dr. Kocsis János Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/NPGG006NAPB?semester=2024/25/2
Customer Relationship Management (CRM),6,Agárdi Irma,magyar,https://www.uni-corvinus.hu/tantargyak/MARK029NAMB?semester=2024/25/2
Data analysis and modelling in Python,6,Dr. Fodor Szabina Eszter,angol,https://www.uni-corvinus.hu/tantargyak/ADIN057NAMB?semester=2024/25/1
Data Analysis for Business 2,6,Horn Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/PHG061?semester=2024/25/2
Data Analysis II. (Probability and Statistics),6,Takács Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/MSST045NABB?semester=2024/25/2
Data Analysis II. (Probability and Statistics),6,Takács Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN038NABB?semester=2024/25/2
Data Analytics and Quantitative Methods,3,Kovács Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/INIR067NAMB?semester=2024/25/2
Data Driven Marketing Business Project,6,Hubert József,magyar,https://www.uni-corvinus.hu/tantargyak/MARK030NAMB?semester=2024/25/2
Data Science project in Business,6,Kovács Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN060NAMB?semester=2024/25/2
Data Wrangling ? Project Course,3,Borbásné Szabó Ildikó,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN015NABB?semester=2024/25/2
Decision Making in Practice,6,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO027NAMB?semester=2024/25/2
Decision Making in Practice,6,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO070NAMB?semester=2024/25/2
Decision Making Skills (CEMS credit),6,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/293NOPRV517M?semester=2024/25/2
Decision Methods,6,Dr. Bozóki Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA002NABB?semester=2024/25/2
Decision support – modeling and analysis,6,Dr. Becser Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO033NAMB?semester=2024/25/2
Decision Techniques,6,Dr. Szántó Richárd,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE034NABB?semester=2024/25/2
Decision-making in the Central and Local Governments,6,Dr. Balázs Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/TARS046NABB?semester=2024/25/2
Degrowth Economy,3,Dr. Márton András,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NAV10M?semester=2024/25/2
Democracy in the digital age,6,Csehi Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/TARS152NABB?semester=2024/25/2
Design Communication,6,Dr. Horváth Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/PHG084?semester=2024/25/2
Desztinációs stratégia,6,Dr. Keller Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/MATT012NMBB?semester=2024/25/1
Developing a Research Strategy,6,Dr. Csutora Mária,magyar,https://www.uni-corvinus.hu/tantargyak/PHG063?semester=2024/25/2
Developing academic careers in higher education,6,Kováts Gergely Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/PHG088?semester=2024/25/2
Development Economics,6,Tétényi András,magyar,https://www.uni-corvinus.hu/tantargyak/4VG32NAK40M?semester=2024/25/2
Development Economics,5,Valentinyi Ákos Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG084NAMB?semester=2024/25/2
Development of European Integration,6,Kőváriné dr. Ignáth Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGK96B?semester=2024/25/2
Development Policies,6,Csengődi Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/TARS113NAMB?semester=2024/25/2
Devianciák,3,Professor Emerita Dr. Elekes Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7SO30NDV11B?semester=2023/24/2
Differenciálegyenletek,2,Dr. Kánnai Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK15M?semester=2024/25/2
Differenciálegyenletek,magyar,Dr. Kánnai Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/mm4n1de1?semester=2024/25/2
Differenciálegyenletek praktikum,2,Dr. Csordás Tamás Viktor,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK16M?semester=2024/25/2
Digital Disruption,6,Veress József,magyar,https://www.uni-corvinus.hu/tantargyak/293NBUSVI444BB?semester=2024/25/2
Digital Marketing Communications Strategy,6,Dr. Habil. Varga Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/MARK080NAMB?semester=2024/25/2
Digital Marketing Strategy and Tactics,6,Dr. Habil. Varga Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/MAMM023NABB?semester=2024/25/2
Digital Transformation,6,Dr. Fehér Péter,magyar,https://www.uni-corvinus.hu/tantargyak/293NDIGTRANS01M?semester=2024/25/2
Digital Transformation and Process Management,5,Dr. Fehér Péter,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN041LASB?semester=2024/25/2
Digital Transformations in International Relations,6,dr. Paragi Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB057NAMB?semester=2024/25/1
Digitális agóra,6,Kovács Lajos,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKD5B?semester=2023/24/1
Digitális megoldások a vállalati életben,6,Dr. Varga Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/INIR039NMBB?semester=2024/25/2
Digitális platformok és műfajok,6,Kovács Lajos,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKD8B?semester=2024/25/2
Digitális stúdió szerkesztés,3,Kovács Lajos,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGK81M?semester=2023/24/1
Digitális vállalati folyamatok SAP környezetben,6,Borbásné Szabó Ildikó,magyar,https://www.uni-corvinus.hu/tantargyak/INIR013NMBB?semester=2024/25/1
Digitalizáció a projektmenedzsmentben,5,Dr. Fekete István,magyar,https://www.uni-corvinus.hu/tantargyak/VF00153LMSB?semester=2024/25/2
Digitalizáció és üzleti modellek,6,Dr. Aranyossy Márta,magyar,https://www.uni-corvinus.hu/tantargyak/VF00098NMMB?semester=2024/25/2
Digitalizációs projektek (projekttárgy),6,Dr. Varga Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/INIR045NMBB?semester=2024/25/2
Digitalization and Financial technologies,6,Dr. Varga Krisztián,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN056NAMB?semester=2024/25/2
Dinamikai rendszerek,4,Dr. Kánnai Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/PHK_DINRENSZ?semester=2024/25/2
Dinamikai rendszerek,5,Dr. Kánnai Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK06O?semester=2024/25/2
Dinamikus optimalizálás és programozás,5,Dr. Magyarkuti Gyula,magyar,https://www.uni-corvinus.hu/tantargyak/4MA12NAK13O?semester=2024/25/2
Diploma proszeminárium,5,Dr. Győrffy Dóra,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAK02O?semester=2023/24/2
Diplomakonzultáció,8,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM047LMSB?semester=2024/25/2
Diplomakonzultáció (szakdolgozat készítés),10,Dr. Fazakas Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV126LMSB?semester=2024/25/2
